origin_lat,origin_lon,dest_lat,dest_lon,cargo_weight_kg,hour_of_day,vehicle_type,num_stops,distance_km,eta_min
9.177391918256461,-2.8242782748087896,10.379535212370804,-2.445251294935167,1739.6104737800783,6,truck,4,139.97583779942593,246.56003888937073
4.817850242785791,0.8258405827962614,10.283727148708305,-3.0545307817928817,207.70981781305852,4,truck,4,743.1048014984356,930.9008012761474
7.54142462468009,-2.7230477549882095,4.787103723486812,-2.1895612110154827,266.6664163894164,15,truck,1,311.8924295943146,387.58614804775647
9.046601127070673,-0.22370060601980146,10.490928764032434,-1.7698689818350373,1788.6110432121911,21,van,2,233.44997485681338,405.6982147546798
6.367951863786775,-2.7553271171706784,8.816532570183085,0.39812020788143254,1176.6269931156212,1,van,2,441.49537544595916,702.2109158093398
8.656060738518963,1.1146541060048083,5.396301513963417,-2.5622781476012517,1403.4954841306876,1,van,4,544.0573618133291,882.0415474643711
9.074084261195829,0.6264377663867524,8.217000627980449,-0.8637830601765062,78.88865343406947,6,van,0,189.52532242716873,289.23740593381206
6.88085638473263,-1.613431754522892,5.780984802250818,0.7826094975629543,1952.9056223581038,17,truck,0,291.67707245539697,392.0764938624571
8.261463856653865,-2.4245989558567715,9.301082137628054,0.547381591207222,32.28560212154089,15,truck,5,346.44531643518616,465.4176911516516
9.561088659366433,1.0955035544650125,7.4753780610317015,-0.21868755555239883,753.2366977111334,8,truck,2,273.2589565374277,363.29974849795207
6.15153641969364,0.8892024269542995,6.514899874879143,-2.207552053617334,880.8236830551094,5,truck,5,344.61757516840845,476.45291493555703
10.75609947044845,0.9423737381600574,11.023015355632449,-0.5979627144386686,1552.90946976417,8,truck,5,170.791675969211,284.24013218974113
7.955838687317106,0.39287112931395907,10.486562697880348,-1.4478029213722041,413.3274095743633,16,van,5,346.40488000612714,573.8430844255674
7.453291967225923,-2.7572904285428095,6.4328167145518655,-0.14518180291422977,1419.7341099430869,3,van,4,309.844514295424,528.382004621015
7.81679229143449,-0.429317823877291,6.729141884798555,-3.1108580925536824,1784.0856442955674,3,truck,1,319.54093489940027,433.18079354471064
4.882912094920621,-1.2421190196520424,9.435287423978167,-1.9147676229415596,1014.1072151415044,5,truck,2,511.60910788604764,656.4317347085498
5.950440601321841,0.8809229493182196,10.07665838343169,-1.0266598298706278,982.3384295893921,17,van,2,504.5871589560507,793.701125548085
10.676228559196389,-2.509441394491204,4.9529437326377135,0.6851128939814148,275.2720653180624,1,van,3,727.1472423447543,1130.0100420745634
9.663990146480309,-2.149268644184912,6.8112614496770725,1.0896245444422004,279.113370448797,17,truck,1,477.11333293877254,585.9719356179256
10.438630861743238,-0.48658987612921667,4.890323232129751,-2.284068496579544,299.21047359404474,6,van,3,647.9388135267002,1011.9443080058077
7.5967781973289625,-0.9031319311267088,5.503246102006012,-2.6957181217053745,905.2048338187567,3,van,4,305.6153501567454,515.3314344597959
4.58109211237508,-2.4188549022825647,8.32390654278137,-3.0266224851763655,1894.4952506724587,0,truck,2,421.5628534571482,561.3432834980193
10.186244176175165,-1.2215958253275327,6.433193800205764,-1.0664855077192277,196.33683546164048,23,truck,1,417.6688500618396,516.7602409556073
10.987455839377578,-1.795392733227695,11.03288041529191,-0.5745466742880097,620.1783027780003,10,van,2,133.34874348733828,233.8834026371148
5.929696503769888,-1.8043572905562693,6.774001198192174,-0.023271990143653998,1195.7481504003574,14,truck,1,218.07322122200037,298.70646006251735
7.978182945487864,-2.6061973407739334,4.724880766229278,-2.9491815627045024,1594.4899477652652,15,truck,3,363.7305050751239,501.31570413559973
8.576463077453614,-1.0286002747815401,6.188144611851002,-2.606287591914641,1486.8218568500408,4,truck,4,317.4745378224059,451.03439849594974
8.794019891400321,-1.955087718747608,9.72535245476676,-1.5910245111049386,60.28012387122686,20,truck,3,110.99947016188216,165.59560019497096
5.21031217298726,-1.41253107790605,6.793135805942496,-1.836822826203888,1497.6580795221676,16,truck,4,182.14850176813783,291.0883860145382
4.705747020931449,-0.26850501424647444,8.336639621470326,-1.9005366903292664,1988.1877505131488,15,truck,3,442.15382526303586,602.266563573119
11.135737880052055,-0.9747906003760818,8.710739940350333,-1.4529754902974794,406.9337413844223,11,truck,3,274.68633361659806,368.53249830488545
6.992524056063122,-2.623902946581986,11.17622330194156,-0.6865990083694387,1593.0236677347973,15,truck,3,511.5107381160596,679.3422266908899
6.86470439770334,-1.9622008933372976,8.381684018540017,-1.5673829705125224,644.3354466611383,4,truck,3,174.20223642012297,253.61327193120266
9.844573640923223,-0.3655780529318724,7.354734699465071,-0.9432721357006311,1647.5610613528331,23,truck,0,284.04833977100066,371.0186245417073
9.015571356320947,-2.6778212749669774,8.33264066617865,-1.3861579178175902,91.11493511287249,16,truck,1,161.0146654710696,203.59527782963542
8.735869736586913,0.34446480807771573,5.2559859231783355,-2.528097166023838,799.7040977721558,2,truck,4,500.20607392637595,652.2106149992873
9.790164944407287,-3.2891745415323745,7.788252782830811,-0.5460260843258453,1129.0822222350082,21,truck,2,374.71193910954753,495.3099651057765
4.840161306652368,-1.8235807279077203,5.120406493206064,0.7879439141245017,968.5086128802681,5,motorcycle,5,290.9649862984512,647.7586274832667
9.082104654341077,-1.023943394458683,6.305252726555714,-2.629023809471007,1839.5464151301642,4,truck,4,355.8322726141419,503.4984763221712
6.877251186780052,-2.990745251974886,5.170340281841093,-0.1904653057332677,362.1191637082563,11,van,4,363.18628963571985,591.8418033556947
9.100595651182504,-3.210282957168576,6.250372492269481,-2.0305045568253464,1260.358006341233,20,truck,0,342.554763593347,438.8183683228343
10.728225654477887,-1.542388909524226,7.494382801287971,-1.7329134033842721,1896.2570502509757,5,truck,0,360.19465846497286,469.57722694195814
11.16038951976274,-2.431476394372244,7.645301665836226,-3.1045992999909586,190.00779287814004,19,truck,2,397.77167742701744,499.09273685123446
5.308596405934139,0.2352346169771793,7.606781447686487,-2.2239637630484124,1782.500254537877,11,truck,0,372.9917596670721,487.5792767180302
8.564655205520623,-2.9110272949908964,4.656690610565563,-2.8387545825615415,1829.829528176057,14,truck,1,434.6191268502631,566.3469979863671
5.4789413189307306,-2.740021673823684,10.495367850663943,-0.08670501284064303,903.9603264910935,5,motorcycle,4,629.6422222789598,1314.7221154762822
10.12104661211323,0.23569937064432311,5.2238435915162365,-0.1903056784596906,1820.3720853186412,21,motorcycle,0,546.562692994047,1127.8845916008495
